Kigezruk Creek|stream|SRID=4269;POINT(-167.74056 65.50889)
Koggiung|populated place|SRID=4269;POINT(-157.0075 58.86694)
Kogok River|stream|SRID=4269;POINT(-162.59167 63.27472)
Kogosukruk River|stream|SRID=4269;POINT(-151.59389 69.935)
Kogotpak River|stream|SRID=4269;POINT(-142.25861 69.86389)
Kogoyuk Creek|stream|SRID=4269;POINT(-158.46944 61.46389)
Kogru River|stream|SRID=4269;POINT(-152.00611 70.58167)
Kogruk Creek|stream|SRID=4269;POINT(-161.10556 68.55722)
Kogrukluk River|stream|SRID=4269;POINT(-157.85 60.85028)
Kohlsaat Peak|summit|SRID=4269;POINT(-152.80167 62.22528)
Kohokachalla Mountain|summit|SRID=4269;POINT(-153.36333 66.36028)
Koiyaktot Mountain|summit|SRID=4269;POINT(-156.12389 68.17694)
Kokechik Bay|bay|SRID=4269;POINT(-166.00889 61.68778)
Kokechik River|stream|SRID=4269;POINT(-165.86306 61.67667)
Kokhila Hills|range|SRID=4269;POINT(-154.97861 66.42917)
Kokirat Creek|stream|SRID=4269;POINT(-165.70333 68.31083)
Koklong Creek|stream|SRID=4269;POINT(-157.65278 59.26472)
Kokolik Lake|lake|SRID=4269;POINT(-161.98548 68.7091)
Kokolik River|stream|SRID=4269;POINT(-162.99667 69.77083)
Kokomo Creek|stream|SRID=4269;POINT(-147.28278 65.17778)
Kokrines|populated place|SRID=4269;POINT(-154.69194 64.93778)
Kokrines Hills|range|SRID=4269;POINT(-154.63833 65.04444)
Kokruagarok|populated place|SRID=4269;POINT(-153.0725 70.915)
Koksetna River|stream|SRID=4269;POINT(-154.9025 60.17917)
Koktuli River|stream|SRID=4269;POINT(-156.42694 59.93472)
Kokwok River|stream|SRID=4269;POINT(-157.59806 59.2975)
Kolavinarak River|stream|SRID=4269;POINT(-164.68389 60.29028)
Kolchichet Mountain|summit|SRID=4269;POINT(-159.76667 59.80306)
Koleebue Creek|stream|SRID=4269;POINT(-167.30111 65.4)
Kolekfikpuk Lake|lake|SRID=4269;POINT(-163.07113 60.01064)
Koliganek|populated place|SRID=4269;POINT(-157.28444 59.72861)
Kolipsun Creek|stream|SRID=4269;POINT(-159.26444 70.51139)
Kollutarak Creek|stream|SRID=4269;POINT(-152.09694 68.01694)
Kollutuk Creek|stream|SRID=4269;POINT(-151.98 68.06778)
Kollutuk Mountain|summit|SRID=4269;POINT(-151.84083 68.05333)
Kolmakof|locale|SRID=4269;POINT(-158.89667 61.57056)
Kolmakof Lake|lake|SRID=4269;POINT(-158.95283 61.54959)
Kolmakof River|stream|SRID=4269;POINT(-158.88861 61.57444)
Kolomak River|stream|SRID=4269;POINT(-165.76278 61.68583)
Kolotuk Creek|stream|SRID=4269;POINT(-144.58111 69.32833)
Kolovik|locale|SRID=4269;POINT(-153.35528 70.89611)
Koluktak Lakes|lake|SRID=4269;POINT(-154.00683 69.65722)
Komoiarak Slough|stream|SRID=4269;POINT(-165.68778 61.67278)
Konarut Mountain|summit|SRID=4269;POINT(-159.28667 60.00806)
Konedsin Minnkohwin Lake|lake|SRID=4269;POINT(-151.9525 66.37361)
Koneruk Creek|stream|SRID=4269;POINT(-158.34944 60.03222)
Koness River|stream|SRID=4269;POINT(-143.73944 67.73639)
Kongakut River|stream|SRID=4269;POINT(-141.70444 69.77639)
Kongakut River Delta|area|SRID=4269;POINT(-141.7725 69.77333)
Konganevik Point|cape|SRID=4269;POINT(-145.1775 70.02778)
Kongiganak|populated place|SRID=4269;POINT(-162.89513 59.95327)
Kongishluk Bay|bay|SRID=4269;POINT(-165.76556 61.82722)
Kongkok Basin|basin|SRID=4269;POINT(-171.74583 63.40806)
Kongkok Bay|bay|SRID=4269;POINT(-171.7825 63.39889)
Kongnignanohk River|stream|SRID=4269;POINT(-162.91694 59.92361)
Kongumavik Creek|stream|SRID=4269;POINT(-151.60528 68.21194)
Koniag Glacier|glacier|SRID=4269;POINT(-153.29693 57.37513)
Koniag Peak|summit|SRID=4269;POINT(-153.3225 57.35528)
Koniuji Island|island|SRID=4269;POINT(-152.83917 57.93028)
Kontrashibuna Lake|lake|SRID=4269;POINT(-154.06559 60.19487)
Kookjilik Point|cape|SRID=4269;POINT(-165.95361 60.32417)
Kookooligit Mountains|range|SRID=4269;POINT(-170.38222 63.59389)
Kookoolik (historical)|populated place|SRID=4269;POINT(-170.34917 63.68944)
Kookoolik Cape|cape|SRID=4269;POINT(-170.35 63.69472)
Kookoolik Hill|summit|SRID=4269;POINT(-170.32667 63.67361)
Kookooliktook River|stream|SRID=4269;POINT(-171.05778 63.58)
Kooku Beach|beach|SRID=4269;POINT(-169.53972 63.06972)
Kookukluk Creek|stream|SRID=4269;POINT(-161.68472 58.82333)
Kookukluk Creek|stream|SRID=4269;POINT(-161.66444 58.83139)
Koomlangeelkuk Bay|bay|SRID=4269;POINT(-170.57806 63.6725)
Koovukseluk Point|cape|SRID=4269;POINT(-170.53556 63.68417)
Koozata Lagoon|bay|SRID=4269;POINT(-170.60028 63.3775)
Koozata River|stream|SRID=4269;POINT(-170.675 63.40028)
Kornui Lake|lake|SRID=4269;POINT(-145.66148 68.06511)
Korovin Bay|bay|SRID=4269;POINT(-174.35472 52.25556)
Kosakuts River|stream|SRID=4269;POINT(-142.98694 60.21833)
Koserefski River|stream|SRID=4269;POINT(-159.96722 62.24333)
Kosina Creek|stream|SRID=4269;POINT(-147.93972 62.7825)
Koskatantna Creek|stream|SRID=4269;POINT(-154.89833 66.26667)
Kothlik Island|island|SRID=4269;POINT(-164.54722 63.12083)
Kotlik|populated place|SRID=4269;POINT(-163.55333 63.03417)
Kotlik Crossing Light|building|SRID=4269;POINT(-163.51361 63.04194)
Kotlik River|stream|SRID=4269;POINT(-163.55639 63.03722)
Kotsina River|stream|SRID=4269;POINT(-144.40833 61.54)
Kougarok|locale|SRID=4269;POINT(-164.68111 65.31917)
Kougarok Mountain|summit|SRID=4269;POINT(-165.22778 65.68111)
Kougarok River|stream|SRID=4269;POINT(-164.56583 65.25639)
Kouwegok Slough|stream|SRID=4269;POINT(-160.7825 63.88889)
Mount Koven|summit|SRID=4269;POINT(-150.89556 63.13361)
Kowee Creek|stream|SRID=4269;POINT(-134.43222 58.29778)
Koweelik Bluff|cliff|SRID=4269;POINT(-167.06389 60.22)
Kowigilikalik|locale|SRID=4269;POINT(-163.205 60.30583)
Kowikarurmiut|locale|SRID=4269;POINT(-166.23833 59.85083)
Kowkow Creek|stream|SRID=4269;POINT(-161.46722 59.47833)
Kowlak Creek|stream|SRID=4269;POINT(-157.95667 70.11472)
Kowtuk Point|cape|SRID=4269;POINT(-166.32194 68.45222)
Koyana Creek|stream|SRID=4269;POINT(-163.66583 64.56833)
Koyuk|populated place|SRID=4269;POINT(-161.15694 64.93194)
Koyuk Inlet|bay|SRID=4269;POINT(-161.17111 64.90639)
Koyuk River|stream|SRID=4269;POINT(-161.13417 64.92917)
Koyukuk|populated place|SRID=4269;POINT(-157.70083 64.88028)
Koyukuk Island|island|SRID=4269;POINT(-157.59278 64.88972)
Koyukuk Mountain|summit|SRID=4269;POINT(-157.65056 64.90667)
Koyukuk River|stream|SRID=4269;POINT(-157.55389 64.92333)
Kozakakat Slough|stream|SRID=4269;POINT(-156.97222 65.45694)
Kraemer Creek|stream|SRID=4269;POINT(-144.64194 63.12972)
Kravaksarak|populated place|SRID=4269;POINT(-164.07694 62.81361)
Krekatok Island|island|SRID=4269;POINT(-165.99139 62.03194)
Kreuger Creek|stream|SRID=4269;POINT(-166.05806 65.87972)
Kristin Creek|stream|SRID=4269;POINT(-154.05861 61.0475)
Kroto Creek|stream|SRID=4269;POINT(-150.39556 61.98778)
Kroto Lake|lake|SRID=4269;POINT(-150.66136 62.44779)
Kroto Slough|stream|SRID=4269;POINT(-150.46111 61.58917)
Kuakat Ridge|ridge|SRID=4269;POINT(-157.5725 68.85083)
Kuchaurak Creek|stream|SRID=4269;POINT(-163.13639 69.34056)
Kucheak Creek|stream|SRID=4269;POINT(-157.65722 70.68028)
Kucher Creek|stream|SRID=4269;POINT(-155.75278 68.94194)
Kuchiak Creek|stream|SRID=4269;POINT(-163.33 69.25528)
Kudobin Islands|island|SRID=4269;POINT(-160.92222 56.0225)
Kugachiak Creek|stream|SRID=4269;POINT(-162.49417 69.96889)
Kugirarok Creek|stream|SRID=4269;POINT(-165.95167 68.40611)
Kugrua Bay|bay|SRID=4269;POINT(-159.12722 70.78139)
Kugrua River|stream|SRID=4269;POINT(-159.28444 70.77528)
Kugrupaga Inlet|bay|SRID=4269;POINT(-166.84306 65.98944)
Kuguklik River|stream|SRID=4269;POINT(-164.13361 59.9725)
Kugukpak Creek|stream|SRID=4269;POINT(-153.11056 68.21333)
Kuhsuman Creek|stream|SRID=4269;POINT(-150.58611 68.43528)
Kuiak River|stream|SRID=4269;POINT(-162.45278 63.375)
Kuikchungnak Creek|stream|SRID=4269;POINT(-164.34694 60.63722)
Kuirzinjik Lake|lake|SRID=4269;POINT(-143.95001 68.38236)
Kuiukta Bay|bay|SRID=4269;POINT(-158.62222 56.09806)
Kuiuktulik River|stream|SRID=4269;POINT(-161.29861 64.84361)
Kuka Creek|stream|SRID=4269;POINT(-163.22194 61.35972)
Kukak|populated place|SRID=4269;POINT(-154.1875 58.31778)
Kukak Bay|bay|SRID=4269;POINT(-154.24889 58.30722)
Kukak Creek|stream|SRID=4269;POINT(-157.71667 70.45278)
Kukak Point|cape|SRID=4269;POINT(-154.09611 58.34389)
Kukak Volcano|summit|SRID=4269;POINT(-154.355 58.45306)
Kukaklek Lake|lake|SRID=4269;POINT(-155.34119 59.17014)
Kukaklik Lake|lake|SRID=4269;POINT(-160.53607 61.64063)
Kukaktlik River|stream|SRID=4269;POINT(-160.84889 59.295)
Kukaktlim Lake|lake|SRID=4269;POINT(-160.47733 59.34391)
Kukpowruk Pass|channel|SRID=4269;POINT(-163.10611 69.67361)
Kukpowruk River|stream|SRID=4269;POINT(-163.01833 69.61583)
Kukpuk|locale|SRID=4269;POINT(-165.94 68.40389)
Kukpuk River|stream|SRID=4269;POINT(-166.37694 68.41583)
Kukthluk River|stream|SRID=4269;POINT(-162.13111 60.84028)
Kukukpilak Creek|stream|SRID=4269;POINT(-159.90889 68.27167)
Kulgurak Island|island|SRID=4269;POINT(-155.05833 71.15139)
Kuliak Bay|bay|SRID=4269;POINT(-154.23306 58.1725)
Kulichkof Island|island|SRID=4269;POINT(-152.38278 57.77444)
Kulichkof Island|island|SRID=4269;POINT(-154.09889 58.2875)
Kulik Lake|lake|SRID=4269;POINT(-160.69961 61.70298)
Kulik Lake|lake|SRID=4269;POINT(-154.96453 58.95396)
Lake Kulik|lake|SRID=4269;POINT(-158.7649 59.78702)
Kulmogon Slough|gut|SRID=4269;POINT(-163.49333 63.0475)
Kulthieth Mountain|summit|SRID=4269;POINT(-142.67972 60.16056)
Kulthieth River|stream|SRID=4269;POINT(-142.89611 60.19139)
Kulugra Ridge|ridge|SRID=4269;POINT(-158.1525 69.58583)
Kulukak (historical)|locale|SRID=4269;POINT(-159.73833 58.92111)
Kulukak Bay|bay|SRID=4269;POINT(-159.67028 58.88722)
Kulukak Point|cape|SRID=4269;POINT(-159.64472 58.84028)
Kulukak River|stream|SRID=4269;POINT(-159.74139 58.92639)
Kulukbuk Hills|range|SRID=4269;POINT(-157.23417 61.29278)
Kuluruak|locale|SRID=4269;POINT(-141.38472 69.695)
Kulvagavik|populated place|SRID=4269;POINT(-162.74361 59.98194)
Kumliun Creek|stream|SRID=4269;POINT(-157.83 56.52917)
Kumlunak Peninsula|cape|SRID=4269;POINT(-164.92389 60.88417)
Kun River|stream|SRID=4269;POINT(-165.63389 61.84889)
Kuna River|stream|SRID=4269;POINT(-157.58861 68.95833)
Kunaghak Creek|stream|SRID=4269;POINT(-171.83222 63.52389)
Kunarak Creek|stream|SRID=4269;POINT(-158.03222 70.83167)
Kungok River|stream|SRID=4269;POINT(-159.74528 70.49278)
Kunsiniali Point|cape|SRID=4269;POINT(-156.86944 58.7275)
Kunuk Creek|stream|SRID=4269;POINT(-166.13306 68.24611)
Kuparuk River|stream|SRID=4269;POINT(-148.87083 70.42444)
Kuparuk River Delta|area|SRID=4269;POINT(-148.87722 70.41167)
Kupigruak Channel|channel|SRID=4269;POINT(-150.5225 70.41194)
Kupluruak Point|cape|SRID=4269;POINT(-159.96 70.3725)
Kupreanof Harbor|bay|SRID=4269;POINT(-159.34056 55.78972)
Kupreanof Island|island|SRID=4269;POINT(-133.49694 56.79278)
Kupreanof Mountain|summit|SRID=4269;POINT(-153.10056 57.93333)
Mulligan Creek|stream|SRID=4269;POINT(-164.90389 64.68222)
Mumik Lake|lake|SRID=4269;POINT(-162.0615 69.58808)
Mumtrak Hill|summit|SRID=4269;POINT(-161.56806 59.13611)
Munday Creek|stream|SRID=4269;POINT(-141.94194 60.01333)
Munday Peak|summit|SRID=4269;POINT(-141.95389 60.07556)
Mundcho Lake|lake|SRID=4269;POINT(-142.43411 63.09985)
Mundthag Lake|lake|SRID=4269;POINT(-141.96642 62.78885)
Munsatli Ridge|ridge|SRID=4269;POINT(-153.00028 63.71611)
Munson Creek|stream|SRID=4269;POINT(-145.49889 65.12778)
Munson Creek|stream|SRID=4269;POINT(-146.06278 64.94861)
Munson Island|island|SRID=4269;POINT(-164.90528 62.555)
Munther Creek|stream|SRID=4269;POINT(-156.88056 62.305)
Murk Bay|bay|SRID=4269;POINT(-136.74417 58.295)
Murphy Bay|bay|SRID=4269;POINT(-171.51722 63.31306)
Murphy Cove|bay|SRID=4269;POINT(-136.7175 58.27194)
Murphy Creek|stream|SRID=4269;POINT(-148.09139 65.03778)
Murphy Dome|summit|SRID=4269;POINT(-148.35333 64.9525)
Murray Creek|stream|SRID=4269;POINT(-157.80639 62.46722)
Murray Creek|stream|SRID=4269;POINT(-147.60306 65.03222)
Murray Gulch|valley|SRID=4269;POINT(-158.58361 61.56972)
Murray Island|island|SRID=4269;POINT(-151.65972 65.00389)
Murray Lake|lake|SRID=4269;POINT(-155.05999 58.78105)
Mush Lake|lake|SRID=4269;POINT(-153.45243 57.68182)
Mushroom Reef|bar|SRID=4269;POINT(-154.78833 57.33361)
Musk Ox|populated place|SRID=4269;POINT(-147.8225 64.90028)
Muskeg Creek|stream|SRID=4269;POINT(-156.39417 61.65889)
Muskellunge Creek|stream|SRID=4269;POINT(-163.86056 65.61611)
Muskomee Bay|bay|SRID=4269;POINT(-153.06056 58.10917)
Muskrat Creek|stream|SRID=4269;POINT(-156.75333 61.59944)
Muskrat Lake|lake|SRID=4269;POINT(-143.84671 61.41125)
Mutaktuk Creek|stream|SRID=4269;POINT(-164.41056 68.92056)
Muth Glacier|glacier|SRID=4269;POINT(-147.66622 61.1128)
My Creek|stream|SRID=4269;POINT(-143.38417 64.11333)
My Lake|lake|SRID=4269;POINT(-150.10749 61.45098)
Myers Creek|stream|SRID=4269;POINT(-164.52472 64.82167)
Myers Creek|stream|SRID=4269;POINT(-150.38056 63.80389)
Myers Fork|stream|SRID=4269;POINT(-141.92333 64.0825)
Myghapowit Mountain|summit|SRID=4269;POINT(-169.73972 63.22861)
Myoukchuk Point|cape|SRID=4269;POINT(-161.50222 63.46778)
Myrtle Creek|stream|SRID=4269;POINT(-152.40694 57.60583)
Myrtle Creek|stream|SRID=4269;POINT(-150.51306 63.59417)
Myrtle Creek|stream|SRID=4269;POINT(-165.12889 64.73611)
Myrtle Creek|stream|SRID=4269;POINT(-164.31667 64.85806)
Myrtle Creek|stream|SRID=4269;POINT(-148.55667 65.52389)
Myrtle Creek|stream|SRID=4269;POINT(-159.75194 61.06194)
Myrtle Creek|stream|SRID=4269;POINT(-150.04778 67.22028)
Mount Myrtle|summit|SRID=4269;POINT(-154.4725 57.22306)
Mystery Creek|stream|SRID=4269;POINT(-157.68611 56.80028)
Mystery Creek|stream|SRID=4269;POINT(-155.80611 64.0325)
Mystery Creek|stream|SRID=4269;POINT(-164.41639 64.64806)
Mystery Creek|stream|SRID=4269;POINT(-163.55444 64.83944)
Mystery Creek|stream|SRID=4269;POINT(-154.88722 63.29028)
Mystery Mountains|range|SRID=4269;POINT(-154.56833 63.52306)
Mystic Creek|stream|SRID=4269;POINT(-147.81139 63.95639)
Mystic Mountain|summit|SRID=4269;POINT(-147.85583 63.98278)
Mystic Pass|gap|SRID=4269;POINT(-152.53028 62.64417)
NC Creek|stream|SRID=4269;POINT(-152.07 65.17028)
Nabaksyalik Point|cape|SRID=4269;POINT(-166.31306 60.37306)
Nabakyalik Point|cape|SRID=4269;POINT(-166.115 60.3875)
Nabangoyak Rock|island|SRID=4269;POINT(-167.35056 60.13278)
Nabesna|populated place|SRID=4269;POINT(-143.00861 62.37194)
Nabesna Glacier|glacier|SRID=4269;POINT(-143.09056 61.93333)
Nabesna River|stream|SRID=4269;POINT(-141.86583 63.04917)
Nabesna Slough|stream|SRID=4269;POINT(-141.96306 62.96278)
Nabesna Village|populated place|SRID=4269;POINT(-141.9675 62.98)
Nachalni Island|island|SRID=4269;POINT(-152.92639 57.97833)
Nachalni Point|cape|SRID=4269;POINT(-152.93083 57.97583)
Nachralik Pass|gap|SRID=4269;POINT(-161.0675 68.545)
Nadina Glacier|glacier|SRID=4269;POINT(-144.72611 62.04889)
Nadina River|stream|SRID=4269;POINT(-145.14 61.85194)
Nagai Rocks|bar|SRID=4269;POINT(-155.7825 55.8325)
Nageethluk River|stream|SRID=4269;POINT(-162.13611 62.335)
Nagosakchowik|locale|SRID=4269;POINT(-164.96139 62.53083)
Nagosakchowik Slough|stream|SRID=4269;POINT(-164.95861 62.53139)
Nagotligageivik Mountain|summit|SRID=4269;POINT(-161.57278 59.37083)
Naguchik|locale|SRID=4269;POINT(-163.83056 62.92806)
Nagugun Creek|stream|SRID=4269;POINT(-160.26944 59.59361)
Nagugun Lake|lake|SRID=4269;POINT(-160.38252 59.6788)
Nagyagat Mountain|summit|SRID=4269;POINT(-160.74417 59.40583)
Nahtuk Mountain|summit|SRID=4269;POINT(-153.11417 67.58333)
Nahtuk River|stream|SRID=4269;POINT(-153.71667 67.42056)
Nakailingak Creek|stream|SRID=4269;POINT(-160.69306 59.85861)
Nakaktuk Lakes|lake|SRID=4269;POINT(-152.32694 69.22139)
Naked Island|island|SRID=4269;POINT(-134.94333 58.25583)
Nakee Creek|stream|SRID=4269;POINT(-161.91917 59.73056)
Nakeen|populated place|SRID=4269;POINT(-157.03861 58.93389)
Naknek|populated place|SRID=4269;POINT(-157.01389 58.72833)
Naknek Lake|lake|SRID=4269;POINT(-155.9048 58.63017)
Naknek River|stream|SRID=4269;POINT(-157.06556 58.71861)
Nakochna River|stream|SRID=4269;POINT(-151.7475 62.15278)
Nakooytoolekmiut|locale|SRID=4269;POINT(-165.70528 59.89167)
Nalakachak Creek|stream|SRID=4269;POINT(-166.15639 68.26611)
Nalimiut Point|cape|SRID=4269;POINT(-158.44583 70.80778)
Naluakruk Lake|lake|SRID=4269;POINT(-153.57219 70.83376)
Nameless Creek|stream|SRID=4269;POINT(-158.06194 59.46333)
Nancy|locale|SRID=4269;POINT(-149.9825 61.695)
Nancy Lake State Recreation Area|park|SRID=4269;POINT(-149.96556 61.68528)
Nancy Lee Creek|stream|SRID=4269;POINT(-165.16722 64.64)
Naniksrak Mountain|summit|SRID=4269;POINT(-151.14444 68.70611)
Nankomen Lake Recreation Site|locale|SRID=4269;POINT(-144.52278 63.00278)
Nanook Creek|stream|SRID=4269;POINT(-146.28722 69.58222)
Nantok River|stream|SRID=4269;POINT(-163.85556 61.85528)
Nanwaksthak Lake|lake|SRID=4269;POINT(-166.26889 60.37556)
Nanuk Lake|lake|SRID=4269;POINT(-151.0226 70.32156)
Nanuktuk Creek|stream|SRID=4269;POINT(-155.47333 59.13944)
Nanushuk Lake|lake|SRID=4269;POINT(-150.58745 68.39546)
Nanushuk River|stream|SRID=4269;POINT(-150.99944 69.30306)
Nanvak Bay|bay|SRID=4269;POINT(-161.73472 58.60889)
Nanvakfak Lake|lake|SRID=4269;POINT(-161.90208 59.12708)
Nanvaranak Choa|lake|SRID=4269;POINT(-164.7236 61.60908)
Nanvaranak Lake|lake|SRID=4269;POINT(-163.53129 62.6421)
Nanvaranak Slough|stream|SRID=4269;POINT(-163.93944 62.72861)
Nanvarnarluk|locale|SRID=4269;POINT(-162.90417 60.93389)
Nanwaksjiak Crater|crater|SRID=4269;POINT(-166.08111 60.02833)
Naokok (historical)|populated place|SRID=4269;POINT(-163.08583 69.48778)
Naokok Pass|channel|SRID=4269;POINT(-163.14 69.45861)
Napaimiut|populated place|SRID=4269;POINT(-158.67417 61.54)
Napakiak|populated place|SRID=4269;POINT(-161.95194 60.69667)
Napaktualuit Lake|lake|SRID=4269;POINT(-151.57177 68.16447)
Napaktualuit Mountain|summit|SRID=4269;POINT(-151.52056 68.16278)
Napanik Creek|stream|SRID=4269;POINT(-159.16972 70.09333)
Napareayak Slough|stream|SRID=4269;POINT(-166.08806 61.52833)
Napaskiak|populated place|SRID=4269;POINT(-161.76611 60.70806)
Napaskiak Slough|stream|SRID=4269;POINT(-161.74389 60.71194)
Napoleon Creek|stream|SRID=4269;POINT(-141.74167 64.10944)
Napotoli Creek|stream|SRID=4269;POINT(-157.405 59.75833)
Nariksmiut|locale|SRID=4269;POINT(-166.71111 60.30139)
Nariksmiut River|stream|SRID=4269;POINT(-166.71083 60.30917)
Naringolapak Slough|stream|SRID=4269;POINT(-164.02 62.725)
Nariyauck River|stream|SRID=4269;POINT(-165.24694 61.42833)
Narokachik River|stream|SRID=4269;POINT(-164.85722 61.08306)
Narrow Cape|cape|SRID=4269;POINT(-152.32889 57.42694)
Narrow Cove|bay|SRID=4269;POINT(-155.0975 59.14861)
Narrow Strait|channel|SRID=4269;POINT(-152.45694 57.9)
Narwhal Island|island|SRID=4269;POINT(-147.48528 70.39556)
Mount Nasak|summit|SRID=4269;POINT(-165.77056 68.57306)
Nasaurak Mountain|summit|SRID=4269;POINT(-151.62306 68.33278)
Nash Harbor|bay|SRID=4269;POINT(-166.91444 60.22361)
Nash Harbor|populated place|SRID=4269;POINT(-166.93833 60.20556)
Naskak Camp|locale|SRID=4269;POINT(-171.4975 63.64917)
Naskonat Peninsula|cape|SRID=4269;POINT(-165.07444 60.96278)
Nasorak Creek|stream|SRID=4269;POINT(-165.85167 68.10806)
Natalia Bay|bay|SRID=4269;POINT(-153.36139 57.06111)
Natalia Peninsula|cape|SRID=4269;POINT(-153.35222 57.08833)
Natalia Point|cape|SRID=4269;POINT(-153.38972 57.06361)
Nataroarok Creek|stream|SRID=4269;POINT(-144.17944 70.03611)
Natat Creek|stream|SRID=4269;POINT(-143.86278 62.71861)
Natat Lake|lake|SRID=4269;POINT(-153.27609 67.87526)
Natat Mountain|summit|SRID=4269;POINT(-153.30722 67.83944)
Natazhat Glacier|glacier|SRID=4269;POINT(-141.02306 61.53)
Mount Natazhat|summit|SRID=4269;POINT(-141.10111 61.52194)
Nathlie Mountain|summit|SRID=4269;POINT(-144.40722 62.14806)
Natinakunit Pass|gap|SRID=4269;POINT(-159.70556 68.43667)
Nation (historical)|locale|SRID=4269;POINT(-141.79333 65.20083)
Nation Reef|bar|SRID=4269;POINT(-141.83194 65.20278)
Nation River|stream|SRID=4269;POINT(-141.71778 65.1975)
National Creek|stream|SRID=4269;POINT(-142.88944 61.48361)
Native Cemetery|cemetery|SRID=4269;POINT(-151.53556 65.04)
Native Creek|stream|SRID=4269;POINT(-161.38667 59.26611)
Native Creek|stream|SRID=4269;POINT(-163.69472 64.94028)
Native Hill|summit|SRID=4269;POINT(-165.25167 64.54556)
Natlaratlen River|stream|SRID=4269;POINT(-157.17083 65.03917)
Natnokoka Creek|stream|SRID=4269;POINT(-155.66583 65.63389)
Natohona Creek|stream|SRID=4269;POINT(-143.67806 63.14611)
Natrahazuivun Lake|lake|SRID=4269;POINT(-144.445 66.6375)
Natural Arch|arch|SRID=4269;POINT(-142.45306 60.505)
Natural Bridge|arch|SRID=4269;POINT(-141.1175 65.06833)
Natvakrak Lakes|lake|SRID=4269;POINT(-160.44389 69.99778)
Natvakruak Creek|stream|SRID=4269;POINT(-152.015 68.63556)
Natvakruak Lake|lake|SRID=4269;POINT(-151.70914 68.36364)
Natvatchiak Hill|summit|SRID=4269;POINT(-151.87972 69.18861)
Naugolka Point|cape|SRID=4269;POINT(-153.23083 57.89444)
Nautilus Creek|stream|SRID=4269;POINT(-161.71694 59.29056)
Navashak Lake|lake|SRID=4269;POINT(-158.16989 68.1144)
Navy Island|island|SRID=4269;POINT(-156.45722 56.99278)
Nayorurun River|stream|SRID=4269;POINT(-160.11806 59.45833)
Nayuka River|stream|SRID=4269;POINT(-155.28639 65.70472)
Nayuka River|stream|SRID=4269;POINT(-155.95639 65.63889)
Neakok Island|island|SRID=4269;POINT(-159.99194 70.38306)
Nealruk Mountain|summit|SRID=4269;POINT(-165.15889 60.54667)
Near Island|island|SRID=4269;POINT(-152.4 57.78194)
Near Point|cape|SRID=4269;POINT(-152.82472 57.97528)
Necessity Cove|bay|SRID=4269;POINT(-158.33861 56.15222)
Nechelik Channel|channel|SRID=4269;POINT(-151.07167 70.33972)
Neck Point|cape|SRID=4269;POINT(-135.32944 58.11917)
Ned Pond|lake|SRID=4269;POINT(-148.02053 66.2839)
Neds Lake|lake|SRID=4269;POINT(-152.54295 66.52447)
Needle Creek|stream|SRID=4269;POINT(-148.46889 63.97944)
Needle Lake|lake|SRID=4269;POINT(-157.19377 57.16413)
Needle Mountain|summit|SRID=4269;POINT(-142.49306 60.69139)
Needle Peak|summit|SRID=4269;POINT(-141.54917 62.18694)
Needle Rock|pillar|SRID=4269;POINT(-148.46111 63.98167)
Negotsena Creek|stream|SRID=4269;POINT(-157.89861 64.86583)
